コード,都道府県,市区町村,市区町村カナ,市区町村かな,緯度,経度
341037,広島県,広島市南区,ヒロシマシミナミク,ひろしましみなみく,34.379979,132.469033
341045,広島県,広島市西区,ヒロシマシニシク,ひろしましにしく,34.393972,132.434421
341053,広島県,広島市安佐南区,ヒロシマシアサミナミク,ひろしましあさみなみく,34.451844,132.47163
341061,広島県,広島市安佐北区,ヒロシマシアサキタク,ひろしましあさきたく,34.518373,132.507753
341070,広島県,広島市安芸区,ヒロシマシアキク,ひろしましあきく,34.371728,132.525417
341088,広島県,広島市佐伯区,ヒロシマシサエキク,ひろしましさえきく,34.364446,132.36084
342025,広島県,呉市,クレシ,くれし,34.249254,132.565805
342033,広島県,竹原市,タケハラシ,たけはらし,34.341794,132.907088
342041,広島県,三原市,ミハラシ,みはらし,34.397433,133.078658
342050,広島県,尾道市,オノミチシ,おのみちし,34.408876,133.204889
342076,広島県,福山市,フクヤマシ,ふくやまし,34.485899,133.362313
342084,広島県,府中市,フチュウシ,ふちゅうし,34.568347,133.236321
342092,広島県,三次市,ミヨシシ,みよしし,34.805574,132.851674
342106,広島県,庄原市,ショウバラシ,しょうばらし,34.857732,133.017277
342114,広島県,大竹市,オオタケシ,おおたけし,34.237977,132.222475
342122,広島県,東広島市,ヒガシヒロシマシ,ひがしひろしまし,34.42638,132.743307
342131,広島県,廿日市市,ハツカイチシ,はつかいちし,34.348258,132.331622
342149,広島県,安芸高田市,アキタカタシ,あきたかたし,34.666307,132.704299
342157,広島県,江田島市,エタジマシ,えたじまし,34.223002,132.443855
343021,広島県,安芸郡府中町,フチュウチョウ,ふちゅうちょう,34.392486,132.50458
343048,広島県,安芸郡海田町,カイタチョウ,かいたちょう,34.372164,132.536089
343072,広島県,安芸郡熊野町,クマノチョウ,くまのちょう,34.335736,132.584637
343099,広島県,安芸郡坂町,サカチョウ,さかちょう,34.34124,132.513703
343684,広島県,山県郡安芸太田町,アキオオタチョウ,あきおおたちょう,34.576745,132.227141
343692,広島県,山県郡北広島町,キタヒロシマチョウ,きたひろしまちょう,34.674558,132.538416
344311,広島県,豊田郡大崎上島町,オオサキカミジマチョウ,おおさきかみじまちょう,34.269633,132.915086
344621,広島県,世羅郡世羅町,セラチョウ,せらちょう,34.586828,133.056651
345458,広島県,神石郡神石高原町,ジンセキコウゲンチョウ,じんせきこうげんちょう,34.703661,133.247652
352012,山口県,下関市,シモノセキシ,しものせきし,33.957831,130.941459
352021,山口県,宇部市,ウベシ,うべし,33.951509,131.246786
352039,山口県,山口市,ヤマグチシ,やまぐちし,34.178496,131.473727
352047,山口県,萩市,ハギシ,はぎし,34.408116,131.399085
352063,山口県,防府市,ホウフシ,ほうふし,34.051752,131.56269
352071,山口県,下松市,クダマツシ,くだまつし,34.01503,131.870342
352080,山口県,岩国市,イワクニシ,いわくにし,34.166562,132.218848
352101,山口県,光市,ヒカリシ,ひかりし,33.961913,131.942282
352110,山口県,長門市,ナガトシ,ながとし,34.370956,131.182195
352128,山口県,柳井市,ヤナイシ,やないし,33.963833,132.101597
352136,山口県,美祢市,ミネシ,みねし,34.166635,131.205678
352152,山口県,周南市,シュウナンシ,しゅうなんし,34.055119,131.806186
352161,山口県,山陽小野田市,サンヨウオノダシ,さんようおのだし,34.003064,131.181967
353051,山口県,大島郡周防大島町,スオウオオシマチョウ,すおうおおしまちょう,33.927595,132.195234
353213,山口県,玖珂郡和木町,ワキチョウ,わきちょう,34.202406,132.220408
353418,山口県,熊毛郡上関町,カミノセキチョウ,かみのせきちょう,33.830976,132.110743
353434,山口県,熊毛郡田布施町,タブセチョウ,たぶせちょう,33.954703,132.041373
353442,山口県,熊毛郡平生町,ヒラオチョウ,ひらおちょう,33.937988,132.073052
355020,山口県,阿武郡阿武町,アブチョウ,あぶちょう,34.503335,131.471399
362018,徳島県,徳島市,トクシマシ,とくしまし,34.07027,134.554844
362026,徳島県,鳴門市,ナルトシ,なるとし,34.172562,134.608786
362034,徳島県,小松島市,コマツシマシ,こまつしまし,34.004711,134.590674
362042,徳島県,阿南市,アナンシ,あなんし,33.921748,134.659469
362051,徳島県,吉野川市,ヨシノガワシ,よしのがわし,34.025689,134.259833
362069,徳島県,阿波市,アワシ,あわし,34.102148,134.297437
362077,徳島県,美馬市,ミマシ,みまし,34.053403,134.169749
362085,徳島県,三好市,ミヨシシ,みよしし,34.026041,133.807263
363014,徳島県,勝浦郡勝浦町,カツウラチョウ,かつうらちょう,33.931408,134.511356
363022,徳島県,勝浦郡上勝町,カミカツチョウ,かみかつちょう,33.889162,134.402051
363219,徳島県,名東郡佐那河内村,サナゴウチソン,さなごうちそん,33.993208,134.453122
363413,徳島県,名西郡石井町,イシイチョウ,いしいちょう,34.074173,134.44069
363421,徳島県,名西郡神山町,カミヤマチョウ,かみやまちょう,33.967291,134.350461
363685,徳島県,那賀郡那賀町,ナカチョウ,なかちょう,33.820626,134.47883
363839,徳島県,海部郡牟岐町,ムギチョウ,むぎちょう,33.668407,134.420555
363871,徳島県,海部郡美波町,ミナミチョウ,みなみちょう,33.734553,134.535444
363880,徳島県,海部郡海陽町,カイヨウチョウ,かいようちょう,33.602029,134.351997
364011,徳島県,板野郡松茂町,マツシゲチョウ,まつしげちょう,34.133768,134.580556
364029,徳島県,板野郡北島町,キタジマチョウ,きたじまちょう,34.125578,134.546987
364037,徳島県,板野郡藍住町,アイズミチョウ,あいずみちょう,34.126587,134.49509
364045,徳島県,板野郡板野町,イタノチョウ,いたのちょう,34.144363,134.462618
364053,徳島県,板野郡上板町,カミイタチョウ,かみいたちょう,34.121384,134.404816
364681,徳島県,美馬郡つるぎ町,ツルギチョウ,つるぎちょう,34.037335,134.064074
364894,徳島県,三好郡東みよし町,ヒガシミヨシチョウ,ひがしみよしちょう,34.036783,133.936757
372013,香川県,高松市,タカマツシ,たかまつし,34.342788,134.046574
372021,香川県,丸亀市,マルガメシ,まるがめし,34.289506,133.797706
372030,香川県,坂出市,サカイデシ,さかいでし,34.316319,133.86051
372048,香川県,善通寺市,ゼンツウジシ,ぜんつうじし,34.228533,133.787113
372056,香川県,観音寺市,カンオンジシ,かんおんじし,34.128466,133.662811
372064,香川県,さぬき市,サヌキシ,さぬきし,34.325207,134.17212
372072,香川県,東かがわ市,ヒガシカガワシ,ひがしかがわし,34.243809,134.358743
372081,香川県,三豊市,ミトヨシ,みとよし,34.182547,133.715219
373222,香川県,小豆郡土庄町,トノショウチョウ,とのしょうちょう,34.486022,134.185807
373249,香川県,小豆郡小豆島町,ショウドシマチョウ,しょうどしまちょう,34.481998,134.233595
373419,香川県,木田郡三木町,ミキチョウ,みきちょう,34.268284,134.134293
373648,香川県,香川郡直島町,ナオシマチョウ,なおしまちょう,34.459703,133.995689
373869,香川県,綾歌郡宇多津町,ウタヅチョウ,うたづちょう,34.310298,133.825513
373877,香川県,綾歌郡綾川町,アヤガワチョウ,あやがわちょう,34.249627,133.923066
374032,香川県,仲多度郡琴平町,コトヒラチョウ,ことひらちょう,34.191417,133.823303
374041,香川県,仲多度郡多度津町,タドツチョウ,たどつちょう,34.272488,133.753605
374067,香川県,仲多度郡まんのう町,マンノウチョウ,まんのうちょう,34.192329,133.841402
382019,愛媛県,松山市,マツヤマシ,まつやまし,33.839157,132.765575
382027,愛媛県,今治市,イマバリシ,いまばりし,34.066098,132.99786
382035,愛媛県,宇和島市,ウワジマシ,うわじまし,33.22334,132.560557
382043,愛媛県,八幡浜市,ヤワタハマシ,やわたはまし,33.462898,132.423336
382051,愛媛県,新居浜市,ニイハマシ,にいはまし,33.96029,133.283351
382060,愛媛県,西条市,サイジョウシ,さいじょうし,33.919511,133.18117
382078,愛媛県,大洲市,オオズシ,おおずし,33.506194,132.544509
382108,愛媛県,伊予市,イヨシ,いよし,33.757429,132.703729
382132,愛媛県,四国中央市,シコクチュウオウシ,しこくちゅうおうし,33.980761,133.549195
382141,愛媛県,西予市,セイヨシ,せいよし,33.36262,132.510992
382159,愛媛県,東温市,トウオンシ,とうおんし,33.791024,132.872296
383562,愛媛県,越智郡上島町,カミジマチョウ,かみじまちょう,34.257336,133.204507
383864,愛媛県,上浮穴郡久万高原町,クマコウゲンチョウ,くまこうげんちょう,33.655606,132.901671
384011,愛媛県,伊予郡松前町,マサキチョウ,まさきちょう,33.78744,132.711375
384020,愛媛県,伊予郡砥部町,トベチョウ,とべちょう,33.749263,132.792228
384224,愛媛県,喜多郡内子町,ウチコチョウ,うちこちょう,33.532902,132.658007
384429,愛媛県,西宇和郡伊方町,イカタチョウ,いかたちょう,33.488574,132.354012
384844,愛媛県,北宇和郡松野町,マツノチョウ,まつのちょう,33.227189,132.710799
384887,愛媛県,北宇和郡鬼北町,キホクチョウ,きほくちょう,33.255857,132.684104
385069,愛媛県,南宇和郡愛南町,アイナンチョウ,あいなんちょう,32.962164,132.583324
392014,高知県,高知市,コウチシ,こうちし,33.559587,133.529279
392022,高知県,室戸市,ムロトシ,むろとし,33.290009,134.152051
392031,高知県,安芸市,アキシ,あきし,33.502546,133.907166
392049,高知県,南国市,ナンコクシ,なんこくし,33.575671,133.64146
392057,高知県,土佐市,トサシ,とさし,33.496044,133.425292
392065,高知県,須崎市,スサキシ,すさきし,33.400745,133.282953
392081,高知県,宿毛市,スクモシ,すくもし,32.939009,132.726286
392090,高知県,土佐清水市,トサシミズシ,とさしみずし,32.781634,132.954989
392103,高知県,四万十市,シマントシ,しまんとし,32.991384,132.933749
392111,高知県,香南市,コウナンシ,こうなんし,33.564171,133.700488
392120,高知県,香美市,カミシ,かみし,33.603719,133.686003
393011,高知県,安芸郡東洋町,トウヨウチョウ,とうようちょう,33.527937,134.279974
393029,高知県,安芸郡奈半利町,ナハリチョウ,なはりちょう,33.424181,134.020952
393037,高知県,安芸郡田野町,タノチョウ,たのちょう,33.427708,134.008293
393045,高知県,安芸郡安田町,ヤスダチョウ,やすだちょう,33.43857,133.981074
393053,高知県,安芸郡北川村,キタガワムラ,きたがわむら,33.447694,134.042067
393061,高知県,安芸郡馬路村,ウマジムラ,うまじむら,33.55535,134.048108
393070,高知県,安芸郡芸西村,ゲイセイムラ,げいせいむら,33.526901,133.808914
393410,高知県,長岡郡本山町,モトヤマチョウ,もとやまちょう,33.757107,133.591412
393444,高知県,長岡郡大豊町,オオトヨチョウ,おおとよちょう,33.764291,133.664275
393631,高知県,土佐郡土佐町,トサチョウ,とさちょう,33.737064,133.531675
393649,高知県,土佐郡大川村,オオカワムラ,おおかわむら,33.783926,133.466608
393860,高知県,吾川郡いの町,イノチョウ,いのちょう,33.548754,133.427773
393878,高知県,吾川郡仁淀川町,ニヨドガワチョウ,によどがわちょう,33.575245,133.168574
394017,高知県,高岡郡中土佐町,ナカトサチョウ,なかとさちょう,33.337346,133.140361
394025,高知県,高岡郡佐川町,サカワチョウ,さかわちょう,33.500869,133.28653
394033,高知県,高岡郡越知町,オチチョウ,おちちょう,33.53292,133.251991
394050,高知県,高岡郡檮原町,ユスハラチョウ,ゆすはらちょう,33.392246,132.926987
394106,高知県,高岡郡日高村,ヒダカムラ,ひだかむら,33.534897,133.373353
394114,高知県,高岡郡津野町,ツノチョウ,つのちょう,33.44658,133.199469
394122,高知県,高岡郡四万十町,シマントチョウ,しまんとちょう,33.211653,133.137027
394246,高知県,幡多郡大月町,オオツキチョウ,おおつきちょう,32.841482,132.707026
394271,高知県,幡多郡三原村,ミハラムラ,みはらむら,32.906013,132.847242
394289,高知県,幡多郡黒潮町,クロシオチョウ,くろしおちょう,33.02493,133.01092
401013,福岡県,北九州市門司区,キタキュウシュウシモジク,きたきゅうしゅうしもじく,33.941138,130.959663
401030,福岡県,北九州市若松区,キタキュウシュウシワカマツク,きたきゅうしゅうしわかまつく,33.905476,130.811143
401056,福岡県,北九州市戸畑区,キタキュウシュウシトバタク,きたきゅうしゅうしとばたく,33.893508,130.829814
401064,福岡県,北九州市小倉北区,キタキュウシュウシコクラキタク,きたきゅうしゅうしこくらきたく,33.880882,130.873419
401072,福岡県,北九州市小倉南区,キタキュウシュウシコクラミナミク,きたきゅうしゅうしこくらみなみく,33.846525,130.884811
401081,福岡県,北九州市八幡東区,キタキュウシュウシヤハタヒガシク,きたきゅうしゅうしやはたひがしく,33.863444,130.811863
401099,福岡県,北九州市八幡西区,キタキュウシュウシヤハタニシク,きたきゅうしゅうしやはたにしく,33.866465,130.764923
401315,福岡県,福岡市東区,フクオカシヒガシク,ふくおかしひがしく,33.617746,130.417391
401323,福岡県,福岡市博多区,フクオカシハカタク,ふくおかしはかたく,33.591358,130.414878
401331,福岡県,福岡市中央区,フクオカシチュウオウク,ふくおかしちゅうおうく,33.589216,130.392813
401340,福岡県,福岡市南区,フクオカシミナミク,ふくおかしみなみく,33.561569,130.426428
401358,福岡県,福岡市西区,フクオカシニシク,ふくおかしにしく,33.582939,130.323119
401366,福岡県,福岡市城南区,フクオカシジョウナンク,ふくおかしじょうなんく,33.575686,130.369976
401374,福岡県,福岡市早良区,フクオカシサワラク,ふくおかしさわらく,33.581941,130.348436
402028,福岡県,大牟田市,オオムタシ,おおむたし,33.030262,130.445985
402036,福岡県,久留米市,クルメシ,くるめし,33.319287,130.508374
402044,福岡県,直方市,ノオガタシ,のおがたし,33.744184,130.729633
402052,福岡県,飯塚市,イイヅカシ,いいづかし,33.645908,130.691511
402061,福岡県,田川市,タガワシ,たがわし,33.638982,130.806298
402079,福岡県,柳川市,ヤナガワシ,やながわし,33.163089,130.405753
402109,福岡県,八女市,ヤメシ,やめし,33.211967,130.557908
402117,福岡県,筑後市,チクゴシ,ちくごし,33.212447,130.502093
402125,福岡県,大川市,オオカワシ,おおかわし,33.206594,130.383958
402133,福岡県,行橋市,ユクハシシ,ゆくはしし,33.728773,130.982967
402141,福岡県,豊前市,ブゼンシ,ぶぜんし,33.611511,131.130051
402150,福岡県,中間市,ナカマシ,なかまし,33.81665,130.709077
402168,福岡県,小郡市,オゴオリシ,おごおりし,33.396416,130.555438
402176,福岡県,筑紫野市,チクシノシ,ちくしのし,33.496342,130.515657
402184,福岡県,春日市,カスガシ,かすがし,33.532571,130.470281
402192,福岡県,大野城市,オオノジョウシ,おおのじょうし,33.536307,130.478641
402206,福岡県,宗像市,ムナカタシ,むなかたし,33.805431,130.540718
402214,福岡県,太宰府市,ダザイフシ,だざいふし,33.512799,130.523906
402231,福岡県,古賀市,コガシ,こがし,33.728787,130.469987
402249,福岡県,福津市,フクツシ,ふくつし,33.786866,130.469886
402257,福岡県,うきは市,ウキハシ,うきはし,33.347297,130.754934
402265,福岡県,宮若市,ミヤワカシ,みやわかし,33.723568,130.666694
402273,福岡県,嘉麻市,カマシ,かまし,33.560662,130.766817
402281,福岡県,朝倉市,アサクラシ,あさくらし,33.423413,130.665573
402290,福岡県,みやま市,ミヤマシ,みやまし,33.152425,130.47472
402303,福岡県,糸島市,イトシマシ,いとしまし,33.55732,130.195555
403059,福岡県,那珂川市,ナカガワシ,なかがわし,33.4996,130.422174
403415,福岡県,糟屋郡宇美町,ウミマチ,うみまち,33.567779,130.511112
403423,福岡県,糟屋郡篠栗町,ササグリマチ,ささぐりまち,33.623948,130.526256
403431,福岡県,糟屋郡志免町,シメマチ,しめまち,33.591473,130.479743
403440,福岡県,糟屋郡須恵町,スエマチ,すえまち,33.587268,130.507254
403458,福岡県,糟屋郡新宮町,シングウマチ,しんぐうまち,33.715295,130.446566
403482,福岡県,糟屋郡久山町,ヒサヤママチ,ひさやままち,33.646809,130.499834
403491,福岡県,糟屋郡粕屋町,カスヤマチ,かすやまち,33.610743,130.480523
403814,福岡県,遠賀郡芦屋町,アシヤマチ,あしやまち,33.893801,130.663896
403822,福岡県,遠賀郡水巻町,ミズマキマチ,みずまきまち,33.854748,130.694847
403831,福岡県,遠賀郡岡垣町,オカガキマチ,おかがきまち,33.853599,130.611104
403849,福岡県,遠賀郡遠賀町,オンガチョウ,おんがちょう,33.848151,130.668438
404012,福岡県,鞍手郡小竹町,コタケマチ,こたけまち,33.6925,130.712771
404021,福岡県,鞍手郡鞍手町,クラテマチ,くらてまち,33.792218,130.673975
404217,福岡県,嘉穂郡桂川町,ケイセンマチ,けいせんまち,33.578933,130.677904
404471,福岡県,朝倉郡筑前町,チクゼンマチ,ちくぜんまち,33.456977,130.5953
404489,福岡県,東峰村,トウホウムラ,とうほうむら,33.464292,130.825892
405035,福岡県,三井郡大刀洗町,タチアライマチ,たちあらいまち,33.372372,130.62248
405221,福岡県,三潴郡大木町,オオキマチ,おおきまち,33.210469,130.439733
405442,福岡県,八女郡広川町,ヒロカワマチ,ひろかわまち,33.241553,130.551505
406015,福岡県,田川郡香春町,カワラマチ,かわらまち,33.667933,130.847335
406023,福岡県,田川郡添田町,ソエダマチ,そえだまち,33.571855,130.853955
406040,福岡県,田川郡糸田町,イトダマチ,いとだまち,33.652789,130.779091
406058,福岡県,田川郡川崎町,カワサキマチ,かわさきまち,33.59994,130.814937
406082,福岡県,田川郡大任町,オオトウマチ,おおとうまち,33.612478,130.853714
406091,福岡県,田川郡赤村,アカムラ,あかむら,33.616592,130.871035
406104,福岡県,田川郡福智町,フクチマチ,ふくちまち,33.683261,130.780121
406210,福岡県,京都郡苅田町,カンダマチ,かんだまち,33.775921,130.98051
406252,福岡県,京都郡みやこ町,ミヤコマチ,みやこまち,33.699262,130.920401
406422,福岡県,築上郡吉富町,ヨシトミマチ,よしとみまち,33.602643,131.175948
406465,福岡県,築上郡上毛町,コウゲマチ,こうげまち,33.578408,131.164113
406473,福岡県,築上郡築上町,チクジョウマチ,ちくじょうまち,33.656112,131.056063
412015,佐賀県,佐賀市,サガシ,さがし,33.263482,130.300858
412023,佐賀県,唐津市,カラツシ,からつし,33.450174,129.968134
412031,佐賀県,鳥栖市,トスシ,とすし,33.377755,130.506258
412040,佐賀県,多久市,タクシ,たくし,33.28851,130.110061
412058,佐賀県,伊万里市,イマリシ,いまりし,33.264586,129.880269
412066,佐賀県,武雄市,タケオシ,たけおし,33.193749,130.019151
412074,佐賀県,鹿島市,カシマシ,かしまし,33.103724,130.098769
412082,佐賀県,小城市,オギシ,おぎし,33.273665,130.216864
412091,佐賀県,嬉野市,ウレシノシ,うれしのし,33.128084,130.060114
412104,佐賀県,神埼市,カンザキシ,かんざきし,33.310763,130.37306
413275,佐賀県,神埼郡吉野ヶ里町,ヨシノガリチョウ,よしのがりちょう,33.351679,130.398357
413411,佐賀県,三養基郡基山町,キヤマチョウ,きやまちょう,33.426852,130.522813
413453,佐賀県,三養基郡上峰町,カミミネチョウ,かみみねちょう,33.319626,130.426134
413461,佐賀県,三養基郡みやき町,ミヤキチョウ,みやきちょう,33.324982,130.454698
413879,佐賀県,東松浦郡玄海町,ゲンカイチョウ,げんかいちょう,33.472183,129.874698
414018,佐賀県,西松浦郡有田町,アリタチョウ,ありたちょう,33.210563,129.849217
414239,佐賀県,杵島郡大町町,オオマチチョウ,おおまちちょう,33.213754,130.116084
414247,佐賀県,杵島郡江北町,コウホクマチ,こうほくまち,33.220592,130.157528
414255,佐賀県,杵島郡白石町,シロイシチョウ,しろいしちょう,33.181035,130.143496
414417,佐賀県,藤津郡太良町,タラチョウ,たらちょう,33.019407,130.178974
422011,長崎県,長崎市,ナガサキシ,ながさきし,32.750286,129.877667
422029,長崎県,佐世保市,サセボシ,させぼし,33.179915,129.71511
422037,長崎県,島原市,シマバラシ,しまばらし,32.788103,130.370286
422045,長崎県,諫早市,イサハヤシ,いさはやし,32.843438,130.053095
422053,長崎県,大村市,オオムラシ,おおむらし,32.90009,129.958142
422070,長崎県,平戸市,ヒラドシ,ひらどし,33.368062,129.553671
422088,長崎県,松浦市,マツウラシ,まつうらし,33.341021,129.709045
422096,長崎県,対馬市,ツシマシ,つしまし,34.202662,129.28749
422100,長崎県,壱岐市,イキシ,いきし,33.74995,129.691352
422118,長崎県,五島市,ゴトウシ,ごとうし,32.695524,128.840829
422126,長崎県,西海市,サイカイシ,さいかいし,32.933067,129.642977
422134,長崎県,雲仙市,ウンゼンシ,うんぜんし,32.835197,130.1875
422142,長崎県,南島原市,ミナミシマバラシ,みなみしまばらし,32.659777,130.297864
423076,長崎県,西彼杵郡長与町,ナガヨチョウ,ながよちょう,32.825189,129.875045
423084,長崎県,西彼杵郡時津町,トギツチョウ,とぎつちょう,32.828888,129.848536
423211,長崎県,東彼杵郡東彼杵町,ヒガシソノギチョウ,ひがしそのぎちょう,33.037026,129.917149
423220,長崎県,東彼杵郡川棚町,カワタナチョウ,かわたなちょう,33.072776,129.86119
423238,長崎県,東彼杵郡波佐見町,ハサミチョウ,はさみちょう,33.13789,129.895546
423831,長崎県,北松浦郡小値賀町,オヂカチョウ,おぢかちょう,33.191081,129.058749
423912,長崎県,北松浦郡佐々町,サザチョウ,さざちょう,33.238342,129.650345
424111,長崎県,南松浦郡新上五島町,シンカミゴトウチョウ,しんかみごとうちょう,32.984645,129.073391
431010,熊本県,熊本市中央区,クマモトシチュウオウク,くまもとしちゅうおうく,32.803225,130.708191
431028,熊本県,熊本市東区,クマモトシヒガシク,くまもとしひがしく,32.780522,130.768069
431036,熊本県,熊本市西区,クマモトシニシク,くまもとしにしく,32.776358,130.647542
431044,熊本県,熊本市南区,クマモトシミナミク,くまもとしみなみく,32.715333,130.678877
431052,熊本県,熊本市北区,クマモトシキタク,くまもとしきたく,32.903544,130.694411
432024,熊本県,八代市,ヤツシロシ,やつしろし,32.507437,130.601743
432032,熊本県,人吉市,ヒトヨシシ,ひとよしし,32.210041,130.762554
432041,熊本県,荒尾市,アラオシ,あらおし,32.986836,130.432959
432059,熊本県,水俣市,ミナマタシ,みなまたし,32.21188,130.408723
432067,熊本県,玉名市,タマナシ,たまなし,32.93522,130.56284
432083,熊本県,山鹿市,ヤマガシ,やまがし,33.017578,130.691365
432105,熊本県,菊池市,キクチシ,きくちし,32.979483,130.813333
432113,熊本県,宇土市,ウトシ,うとし,32.687385,130.658521
432121,熊本県,上天草市,カミアマクサシ,かみあまくさし,32.587419,130.430527
432130,熊本県,宇城市,ウキシ,うきし,32.647847,130.684365
432148,熊本県,阿蘇市,アソシ,あそし,32.951954,131.120955
432156,熊本県,天草市,アマクサシ,あまくさし,32.458635,130.192982
432164,熊本県,合志市,コウシシ,こうしし,32.885988,130.789707
433489,熊本県,下益城郡美里町,ミサトマチ,みさとまち,32.639589,130.789026
433641,熊本県,玉名郡玉東町,ギョクトウマチ,ぎょくとうまち,32.9189,130.628543
433675,熊本県,玉名郡南関町,ナンカンマチ,なんかんまち,33.06161,130.541162
433683,熊本県,玉名郡長洲町,ナガスマチ,ながすまち,32.929678,130.452808
433691,熊本県,玉名郡和水町,ナゴミマチ,なごみまち,32.978106,130.605835
434035,熊本県,菊池郡大津町,オオヅマチ,おおづまち,32.87899,130.868223
434043,熊本県,菊池郡菊陽町,キクヨウマチ,きくようまち,32.862515,130.828623
434230,熊本県,阿蘇郡南小国町,ミナミオグニマチ,みなみおぐにまち,33.09866,131.07037
434248,熊本県,阿蘇郡小国町,オグニマチ,おぐにまち,33.121568,131.068144
434256,熊本県,阿蘇郡産山村,ウブヤマムラ,うぶやまむら,32.99576,131.216781
434281,熊本県,阿蘇郡高森町,タカモリマチ,たかもりまち,32.827279,131.122011
434329,熊本県,阿蘇郡西原村,ニシハラムラ,にしはらむら,32.834825,130.90301
434337,熊本県,阿蘇郡南阿蘇村,ミナミアソムラ,みなみあそむら,32.821982,131.031438
434418,熊本県,上益城郡御船町,ミフネマチ,みふねまち,32.714616,130.801894
434426,熊本県,上益城郡嘉島町,カシママチ,かしままち,32.740076,130.757259
434434,熊本県,上益城郡益城町,マシキマチ,ましきまち,32.79143,130.816382
434442,熊本県,上益城郡甲佐町,コウサマチ,こうさまち,32.651599,130.811465
434477,熊本県,上益城郡山都町,ヤマトチョウ,やまとちょう,32.685453,130.990455
434680,熊本県,八代郡氷川町,ヒカワチョウ,ひかわちょう,32.5825,130.673786
434825,熊本県,葦北郡芦北町,アシキタマチ,あしきたまち,32.298941,130.492978
434841,熊本県,葦北郡津奈木町,ツナギマチ,つなぎまち,32.233842,130.439583
435015,熊本県,球磨郡錦町,ニシキマチ,にしきまち,32.201197,130.841115
435058,熊本県,球磨郡多良木町,タラギマチ,たらぎまち,32.263997,130.935784
435066,熊本県,球磨郡湯前町,ユノマエマチ,ゆのまえまち,32.276284,130.980902
435074,熊本県,球磨郡水上村,ミズカミムラ,みずかみむら,32.314342,131.009546
435104,熊本県,球磨郡相良村,サガラムラ,さがらむら,32.235269,130.798095
435112,熊本県,球磨郡五木村,イツキムラ,いつきむら,32.397277,130.827816
435121,熊本県,球磨郡山江村,ヤマエムラ,やまえむら,32.246806,130.766675
435139,熊本県,球磨郡球磨村,クマムラ,くまむら,32.252431,130.651163
435147,熊本県,球磨郡あさぎり町,アサギリチョウ,あさぎりちょう,32.240316,130.897793
435317,熊本県,天草郡苓北町,レイホクマチ,れいほくまち,32.513193,130.054804
442011,大分県,大分市,オオイタシ,おおいたし,33.239558,131.609272
442020,大分県,別府市,ベップシ,べっぷし,33.28462,131.491214
442038,大分県,中津市,ナカツシ,なかつし,33.598221,131.188325
442046,大分県,日田市,ヒタシ,ひたし,33.321333,130.940966
442054,大分県,佐伯市,サイキシ,さいきし,32.959806,131.900058
442062,大分県,臼杵市,ウスキシ,うすきし,33.126012,131.805124
442071,大分県,津久見市,ツクミシ,つくみし,33.072183,131.861277
442089,大分県,竹田市,タケタシ,たけたし,32.97372,131.398002
442097,大分県,豊後高田市,ブンゴタカダシ,ぶんごたかだし,33.557229,131.444624
442101,大分県,杵築市,キツキシ,きつきし,33.417026,131.616089
442119,大分県,宇佐市,ウサシ,うさし,33.531972,131.349545
442127,大分県,豊後大野市,ブンゴオオノシ,ぶんごおおのし,32.977536,131.584133
442135,大分県,由布市,ユフシ,ゆふし,33.180013,131.426856
442143,大分県,国東市,クニサキシ,くにさきし,33.565313,131.731674
443221,大分県,東国東郡姫島村,ヒメシマムラ,ひめしまむら,33.724537,131.645139
443417,大分県,速見郡日出町,ヒジマチ,ひじまち,33.369443,131.532387
444618,大分県,玖珠郡九重町,ココノエマチ,ここのえまち,33.228519,131.188794
444626,大分県,玖珠郡玖珠町,クスマチ,くすまち,33.283132,131.15155
452017,宮崎県,宮崎市,ミヤザキシ,みやざきし,31.907674,131.420241
452025,宮崎県,都城市,ミヤコノジョウシ,みやこのじょうし,31.71959,131.061621
452033,宮崎県,延岡市,ノベオカシ,のべおかし,32.582272,131.665009
452041,宮崎県,日南市,ニチナンシ,にちなんし,31.601932,131.378728
452050,宮崎県,小林市,コバヤシシ,こばやしし,31.996731,130.972588
452068,宮崎県,日向市,ヒュウガシ,ひゅうがし,32.422944,131.623965
452076,宮崎県,串間市,クシマシ,くしまし,31.464539,131.228303
452084,宮崎県,西都市,サイトシ,さいとし,32.108554,131.401202
452092,宮崎県,えびの市,エビノシ,えびのし,32.045344,130.810796
453412,宮崎県,北諸県郡三股町,ミマタチョウ,みまたちょう,31.730686,131.124809
453617,宮崎県,西諸県郡高原町,タカハルチョウ,たかはるちょう,31.928463,131.007751
453820,宮崎県,東諸県郡国富町,クニトミチョウ,くにとみちょう,31.990644,131.323535
453838,宮崎県,東諸県郡綾町,アヤチョウ,あやちょう,31.999133,131.253187
454010,宮崎県,児湯郡高鍋町,タカナベチョウ,たかなべちょう,32.127999,131.503355
454028,宮崎県,児湯郡新富町,シントミチョウ,しんとみちょう,32.068868,131.488017
454036,宮崎県,児湯郡西米良村,ニシメラソン,にしめらそん,32.226232,131.154476
454044,宮崎県,児湯郡木城町,キジョウチョウ,きじょうちょう,32.163969,131.473537
454052,宮崎県,児湯郡川南町,カワミナミチョウ,かわみなみちょう,32.192071,131.525868
454061,宮崎県,児湯郡都農町,ツノチョウ,つのちょう,32.256293,131.559568
